target_id,model_name
Q9NZQ8,Transient receptor potential cation channel subfamily M member 5
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
Q9P0L2,Serine/threonine-protein kinase MARK1
Q9P0L9,Polycystic kidney disease 2-like 1 protein
Q9P0U3,Sentrin-specific protease 1
Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
Q9P1W9,Serine/threonine-protein kinase pim-2
Q9P286,Serine/threonine-protein kinase PAK 5
Q9P289,Serine/threonine-protein kinase 26
Q9P2K8,eIF-2-alpha kinase GCN2
Q9P2R7,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"
Q9SPL6,Protoporphyrinogen oxidase
Q9TTY6,Platelet-activating factor receptor
Q9TVW2,Adenosine kinase
Q9UBE0,SUMO-activating enzyme subunit 1
Q9UBE8,Serine/threonine-protein kinase NLK
Q9UBF8,Phosphatidylinositol 4-kinase beta
Q9UBL9,P2X purinoceptor 2
Q9UBM7,7-dehydrocholesterol reductase
Q9UBN4,Short transient receptor potential channel 4
Q9UBN7,Histone deacetylase 6
Q9UBR2,Cathepsin Z
Q9UBS0,Ribosomal protein S6 kinase beta-2
Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1
Q9UBT2,SUMO-activating enzyme subunit 2
Q9UBY0,Sodium/hydrogen exchanger 2
Q9UBY5,Lysophosphatidic acid receptor 3
Q9UDY8,Mucosa-associated lymphoid tissue lymphoma translocation protein 1
Q9UEE5,Serine/threonine-protein kinase 17A
Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase
Q9UF33,Ephrin type-A receptor 6
Q9UGI6,Small conductance calcium-activated potassium channel protein 3
Q9UGJ0,5'-AMP-activated protein kinase subunit gamma-2
Q9UGL1,Lysine-specific demethylase 5B
Q9UHC3,Acid-sensing ion channel 3
Q9UHD2,Serine/threonine-protein kinase TBK1
Q9UHD8,Septin-9
Q9UHH9,Inositol hexakisphosphate kinase 2
Q9UI32,"Glutaminase liver isoform, mitochondrial"
Q9UI33,Sodium channel protein type 11 subunit alpha
Q9UIK4,Death-associated protein kinase 2
Q9UIQ6,Leucyl-cystinyl aminopeptidase
Q9UJW3,DNA (cytosine-5)-methyltransferase 3-like
Q9UK17,Potassium voltage-gated channel subfamily D member 3
Q9UK32,Ribosomal protein S6 kinase alpha-6
Q9UKE5,TRAF2 and NCK-interacting protein kinase
Q9UKI8,Serine/threonine-protein kinase tousled-like 1
Q9UKN7,Unconventional myosin-XV
Q9UKP6,Urotensin-2 receptor
Q9UKV0,Histone deacetylase 9
Q9UL54,Serine/threonine-protein kinase TAO2
Q9UL62,Short transient receptor potential channel 5
Q9ULC5,Long-chain-fatty-acid--CoA ligase 5
Q9ULH1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"
Q9ULQ1,Two pore calcium channel protein 1
Q9ULX7,Carbonic anhydrase 14
Q9UM07,Protein-arginine deiminase type-4
Q9UM73,ALK tyrosine kinase receptor
Q9UN88,Gamma-aminobutyric acid receptor subunit theta
Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2
Q9UNU6,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase
Q9UP65,Cytosolic phospholipase A2 gamma
Q9UPE1,SRSF protein kinase 3
Q9UPP1,Histone lysine demethylase PHF8
Q9UPY5,Cystine/glutamate transporter
Q9UPZ9,Serine/threonine-protein kinase ICK
Q9UQ07,MAPK/MAK/MRK overlapping kinase
Q9UQ88,Cyclin-dependent kinase 11A
Q9UQB9,Aurora kinase C
Q9UQD0,Sodium channel protein type 8 subunit alpha
Q9UQL6,Histone deacetylase 5
Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha
Q9UUP5,DHFR
Q9VTU8,"Carbonic anhydrase 2, isoform A"
Q9W6Q1,Sodium/hydrogen exchanger
Q9WTQ0,Protein kinase C theta type
Q9WU25,Alpha-1A adrenergic receptor
Q9WV26,Type-1 angiotensin II receptor
Q9X721,Collagenase ColG
Q9XQA6,Photosystem II protein D1
Q9XUB2,Zinc finger protein mex-5
Q9Y210,Short transient receptor potential channel 6
Q9Y226,Solute carrier family 22 member 13
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
Q9Y237,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1
Q9Y243,RAC-gamma serine/threonine-protein kinase
Q9Y251,Heparanase
Q9Y256,CAAX prenyl protease 2
Q9Y263,Phospholipase A-2-activating protein
Q9Y271,Cysteinyl leukotriene receptor 1
Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial"
Q9Y2H1,Serine/threonine-protein kinase 38-like
Q9Y2H9,Microtubule-associated serine/threonine-protein kinase 1
Q9Y2I1,Nischarin
Q9Y2K2,Serine/threonine-protein kinase SIK3
Q9Y2R2,Tyrosine-protein phosphatase non-receptor type 22
Q9Y2T3,Guanine deaminase
Q9Y2T6,G-protein coupled receptor 55
Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2
Q9Y2W1,Thyroid hormone receptor-associated protein 3
Q9Y337,Kallikrein-5
Q9Y345,Sodium- and chloride-dependent glycine transporter 2
Q9Y3R4,Sialidase-2
Q9Y3S1,Serine/threonine-protein kinase WNK2
Q9Y463,Dual specificity tyrosine-phosphorylation-regulated kinase 1B
Q9Y468,Lethal(3)malignant brain tumor-like protein 1
Q9Y4D2,Sn1-specific diacylglycerol lipase alpha
Q9Y4K3,TNF receptor-associated factor 6
Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5
Q9Y4P1,Cysteine protease ATG4B
Q9Y572,Receptor-interacting serine/threonine-protein kinase 3
Q9Y5K5,Ubiquitin carboxyl-terminal hydrolase isozyme L5
Q9Y5N1,Histamine H3 receptor
Q9Y5S1,Transient receptor potential cation channel subfamily V member 2
Q9Y5S2,Serine/threonine-protein kinase MRCK beta
Q9Y5S8,NADPH oxidase 1
Q9Y5X4,Photoreceptor-specific nuclear receptor
Q9Y5Y4,Prostaglandin D2 receptor 2
Q9Y5Y9,Sodium channel protein type 10 subunit alpha
Q9Y616,Interleukin-1 receptor-associated kinase 3
Q9Y618,Nuclear receptor corepressor 2
Q9Y694,Solute carrier family 22 member 7
Q9Y6E0,Serine/threonine-protein kinase 24
Q9Y6F1,Protein mono-ADP-ribosyltransferase PARP3
Q9Y6K1,DNA (cytosine-5)-methyltransferase 3A
Q9Y6K9,NF-kappa-B essential modulator
Q9Y6L6,Solute carrier organic anion transporter family member 1B1
Q9Y6M4,Casein kinase I isoform gamma-3
Q9Y6Q9,Nuclear receptor coactivator 3
Q9Y6R4,Mitogen-activated protein kinase kinase kinase 4
Q9Y6W6,Dual specificity protein phosphatase 10
Q9Y6X5,Bis(5'-adenosyl)-triphosphatase ENPP4
Q9Y6Y9,Lymphocyte antigen 96
Q9YQ12,Protease
R7VMQ7,"5-hydroxytryptamine (Serotonin) receptor 1D, G protein-coupled"
_T0002_HUMAN,p53/mdm proteins
_T0006,Bcr-Abl tyrosine-kinase
_T0006_MOUSE,Bcr-Abl tyrosine-kinase
_T0013,NS3 helicase
_T0014_9HEPC,NS3 protease
_T0015_9HEPC,"Hepatitis C virus serine protease, NS3/NS4A"
_T0018,NS5b polymerase
_T0031,DNA-dependent protein kinase
_T0031_HUMAN,DNA-dependent protein kinase
_T0043_9HEPC,Non-structural protein 5A (NS5A)
_T0046_HIV,HIV reverse transcriptase
_T0046_HIV1,HIV-1 reverse transcriptase
_T0046_MLVMN,Reverse transcriptase
_T0047_HIV,HIV protease
_T0047_HIV1,HIV protease
_T0047_HIV2,HIV protease
_T0054,Integrin alpha-IIb/beta-3
_T0054_HUMAN,Integrin alpha-IIb/beta-3
_T0055_HUMAN,Integrin alpha-V/beta-3
_T0142,Cyclin-dependent kinase 1/Cyclin-B1
_T0144,CDK9/Cyclin-T1
_T0144_HUMAN,CDK9/Cyclin-T1
_T0148_HUMAN,"Sulfonylurea receptor 1, Kir6.2"
_T0228,Cyclin-dependent kinase 5/Cyclin-dependent kinase 5 activator 1
_T0228_9ASCI,Cyclin-dependent kinase 5/CDK5 activator 1
_T0228_HUMAN,Cyclin-dependent kinase 5/Cyclin-dependent kinase 5 activator 1
_T0229_HUMAN,Cyclin-dependent kinase 6/Cyclin-D3
_T0232,Cyclin-dependent kinase 2/Cyclin-A
_T0232_HUMAN,Cyclin-dependent kinase 2/Cyclin-A
_T0233_CHICK,Neuronal acetylcholine receptor; alpha4/beta2
_T0233_HUMAN,Neuronal acetylcholine receptor; alpha4/beta2
_T0233_MOUSE,Neuronal acetylcholine receptor; alpha4/beta2
_T0233_RAT,Neuronal acetylcholine receptor; alpha4/beta2
_T0236,Cyclin-dependent kinase 4/Cyclin-D1
_T0236_HUMAN,Cyclin-dependent kinase 4/Cyclin-D1
_T0248,Cyclin-dependent kinase 7/Cyclin-H/CDK-activating kinase assembly factor MAT1
_T0253_HUMAN,Cyclin-dependent kinase 19/Cyclin-C
_T0254,Cyclin-dependent kinase 1/Cyclin-B
_T0254_HUMAN,Cyclin-dependent kinase 1/Cyclin-B
_T0256,Cyclin-dependent kinase 2/Cyclin-E1
_T0256_HUMAN,Cyclin-dependent kinase 2/Cyclin-E1
_T0263,Cyclin-dependent kinase 7/ Cyclin-H
_T0266_HUMAN,Neuronal acetylcholine receptor; alpha3/beta4
_T0266_RAT,Neuronal acetylcholine receptor; alpha3/beta4
_T0270_HUMAN,Hypoxia-inducible factor 1-alpha/2-alpha
_T0272_HUMAN,Neuronal acetylcholine receptor subunits alpha4/beta4
_T0272_RAT,Neuronal acetylcholine receptor subunits alpha4/beta4
_T0274_RAT,Ionotropic glutamate receptor NMDA 1/2C
_T0275,"Glutamate receptor ionotropic, NMDA 1/2B"
_T0275_HUMAN,"Glutamate receptor ionotropic, NMDA 1/2B"
_T0275_RAT,"Glutamate receptor ionotropic, NMDA 1/2B"
_T0276_HUMAN,"Glutamate receptor ionotropic, NMDA 1/2A"
_T0276_RAT,"Glutamate receptor ionotropic, NMDA 1/2A"
_T0287_HUMAN,Histone deacetylase 1/2
_T0291_HUMAN,Neuronal acetylcholine receptor alpha-3/beta-2
_T0291_RAT,Neuronal acetylcholine receptor alpha-3/beta-2
_T0292_HUMAN,G protein-activated inward rectifier potassium channel 1/2
_T0295_RAT,Neuronal acetylcholine receptor alpha-2/beta-2
_T0296_CANF,ATP-binding cassette sub-family C member 9/ATP-sensitive inward rectifier potassium channel 11
_T0296_CANLF,ATP-binding cassette sub-family C member 9/ATP-sensitive inward rectifier potassium channel 11
_T0296_HUMAN,ATP-binding cassette sub-family C member 9/ATP-sensitive inward rectifier potassium channel 11
_T0296_PIG,ATP-binding cassette sub-family C member 9/ATP-sensitive inward rectifier potassium channel 11
_T0301,E3 ubiquitin-protein ligase Midline-1/ALPHA4/PP2A
_T0317_HUMAN,Gamma-aminobutyric acid receptor subunits alpha-5/beta-3/gamma-2
_T0317_RAT,Gamma-aminobutyric acid receptor subunits alpha-5/beta-3/gamma-2
_T0331_MOUSE,Anthrax edema factor
_T0337_HUMAN,Gamma-aminobutyric acid receptor subunits alpha-6/beta-3/gamma-2
_T0343_RAT,Neuronal acetylcholine receptor subunits alpha2/beta4
_T0348_CAVPO,"Phosphodiesterase, PDE1/PDE5"
_T0349_HUMAN,CREB-binding protein/Histone acetyltransferase p300
_T0353_CRIGR,Potassium voltage-gated channel subfamily KQT member 1/Potassium voltage-gated channel subfamily E member 1
_T0357_HUMAN,"10 kDa/60 kDa heat shock protein, mitochondrial"
_T0360_HUMAN,Aurora kinase B/Inner centromere protein
_T0365_HUMAN,Calcium release-activated calcium channel protein 1/Protein orai-2/Protein orai-3
_T0367_HUMAN,Neuronal acetylcholine receptor subunits alpha-4/beta-2
_T0367_RAT,Neuronal acetylcholine receptor subunits alpha-4/beta-2
_T0368_ECO55,10 kDa/60 kDa chaperonin
_T0373_HUMAN,Histone deacetylase 1/3/5/8
_T0385_MOUSE,Delta-/mu-type opioid receptor
_T0386_HUMAN,Retinoic acid receptor RXR-alpha/Oxysterols receptor LXR-alpha
_T0388_HUMAN,Histone deacetylase 3/NCoR1
_T0393_HUMAN,Integrin alpha-5/Neuronal acetylcholine receptor subunit alpha-3/Neuronal acetylcholine receptor subunit beta-2/Neuronal acetylcholine receptor subunit beta-4
_T0411_MOUSE,Nicotinic acetylcholine receptor subunit alpha1/beta1/gamma/delta
_T0417_HUMAN,Gamma-aminobutyric acid receptor subunits alpha-6/beta-2/gamma-2
_T0417_INSECT,Gamma-aminobutyric acid receptor subunits alpha-6/beta-2/gamma-2
_T0417_RAT,Gamma-aminobutyric acid receptor subunits alpha-6/beta-2/gamma-2
_T0418_HUMAN,Gamma-aminobutyric acid receptor subunits alpha-2/beta-3/gamma-2
_T0420_HUMAN,Gamma-aminobutyric acid receptor subunits alpha-1/beta-1/gamma-2
_T0422,Gamma-aminobutyric acid receptor subunits alpha-1/beta-2/gamma-2
_T0431_HUMAN,C-X-C chemokine receptor types 1/2
_T0464_HUMAN,Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1
_T0469_HUMAN,Gamma-aminobutyric acid receptor subunit alpha-4/beta3/delta
_T0472_HUMAN,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3
_T0480_PIG,glycogen synthase kinase 3 alpha
_T0566_HUMAN,Retinoic acid receptor RXR-alpha/oxysterols receptor LXR-beta
_T0583_RAT,Sodium/potassium-transporting ATPase subunit alpha-2/alpha-3
_T0600_RAT,Voltage-dependent L-type calcium channel subunit beta-1/alpha-1B/alpha-2/delta-1
_T0628,Potassium voltage-gated channel subfamily Q member 2/member 3
_T0696_HUMAN,Integrin alpha-L/beta-2
_T0698_MAMM,5-hydroxytryptamine receptor 7
_T0699,5-hydroxytryptamine receptor 1
_T0699_RAT,5-hydroxytryptamine receptor 1
_T0705_HUMAN,Carbonic anhydrase V
_T0711_RAT,Neuronal acetylcholine receptor
_T0714_RAT,Neuronal acetylcholine receptor
_T0732_CRYHO,Dihydrofolate Reductase
V5TFZ2,Nonstructural protein 5
W5NSY0,Adenosine receptor A1
W5QDH8,Dynamin 1 like
X2CFA5,5-hydroxytryptamine receptor 1A
